year,unemployment_insurance_fund_id,unemployment_insurance_fund ,gender,age_range_year,days,amount_sek
2001,53,Vision,men,30-34,32063.0,16628595.0
2001,53,Vision,women,30-34,90838.5,46290053.5
2001,53,Vision,men,35-39,43640.5,23074511.5
2001,53,Vision,women,35-39,116028.0,59782918.0
2001,53,Vision,men,40-44,45472.5,23980932.0
2001,53,Vision,women,40-44,101901.0,52774437.5
2001,53,Vision,men,45-49,47634.5,25733562.0
2001,53,Vision,women,45-49,90630.0,46620652.5
2001,53,Vision,men,50-54,43693.0,23588022.0
2001,53,Vision,women,50-54,99427.0,51723768.0
2001,53,Vision,men,55-59,41238.0,22590486.0
2001,53,Vision,women,55-59,109977.0,56651906.0
2001,53,Vision,men,60+,48387.5,25059225.5
2001,53,Vision,women,60+,158166.0,66186818.5
2001,55,Akademikernas,men,-24,4487.0,2042637.5
2001,55,Akademikernas,women,-24,7113.5,2853618.0
2001,55,Akademikernas,men,25-29,63655.5,32798893.0
2001,55,Akademikernas,women,25-29,120310.5,62183391.5
2001,55,Akademikernas,men,30-34,102301.5,58036356.0
2001,55,Akademikernas,women,30-34,156986.0,87540915.0
2001,55,Akademikernas,men,35-39,100214.0,57830888.0
2001,55,Akademikernas,women,35-39,144511.0,81566200.5
2001,55,Akademikernas,men,40-44,84160.0,48262463.5
2001,55,Akademikernas,women,40-44,108696.5,60691704.5
2001,55,Akademikernas,men,45-49,85486.0,48762110.0
2001,55,Akademikernas,women,45-49,80034.5,44989398.0
2001,55,Akademikernas,men,50-54,86569.0,49277237.0
2001,55,Akademikernas,women,50-54,71133.5,39923631.5
2001,55,Akademikernas,men,55-59,116616.5,67404903.0
2001,55,Akademikernas,women,55-59,79177.0,44104881.5
2001,55,Akademikernas,men,60+,106688.0,61013417.0
2001,55,Akademikernas,women,60+,63291.0,34767579.0
2001,56,Småföretagarnas,men,-24,8243.0,3223461.0
2001,56,Småföretagarnas,women,-24,6870.5,2176196.0
2001,56,Småföretagarnas,men,25-29,31884.5,13140221.0
2001,56,Småföretagarnas,women,25-29,25462.5,9849700.0
2001,56,Småföretagarnas,men,30-34,58892.0,25857751.5
2001,56,Småföretagarnas,women,30-34,38642.0,16036584.5
2001,56,Småföretagarnas,men,35-39,87708.5,39014031.5
2001,56,Småföretagarnas,women,35-39,48411.0,20872590.0
2001,56,Småföretagarnas,men,40-44,75579.0,34176687.0
2001,56,Småföretagarnas,women,40-44,41684.5,18112093.5
2001,56,Småföretagarnas,men,45-49,68221.0,31427784.5
2001,56,Småföretagarnas,women,45-49,39158.5,16881908.0
2001,56,Småföretagarnas,men,50-54,76347.5,37836550.5
2001,56,Småföretagarnas,women,50-54,46941.5,20504670.0
2001,56,Småföretagarnas,men,55-59,115984.5,58607301.0
2001,56,Småföretagarnas,women,55-59,69389.5,32439681.5
2001,56,Småföretagarnas,men,60+,174638.5,89806882.5
2001,56,Småföretagarnas,women,60+,87889.5,39482528.0
2001,62,Sekos,men,-24,66863.5,32099654.0
2001,62,Sekos,women,-24,32864.0,14455449.5
2001,62,Sekos,men,25-29,103253.5,55669131.5
2001,62,Sekos,women,25-29,62761.0,30777705.5
2001,62,Sekos,men,30-34,96407.0,54385801.5
2001,62,Sekos,women,30-34,85978.0,46141639.5
2001,62,Sekos,men,35-39,125952.0,71617850.5
2001,62,Sekos,women,35-39,101595.5,55258480.5
2001,62,Sekos,men,40-44,110742.0,63427244.0
2001,62,Sekos,women,40-44,75023.0,40517079.0
2001,62,Sekos,men,45-49,97268.5,55463268.0
2001,62,Sekos,women,45-49,52882.5,28547810.5
2001,62,Sekos,men,50-54,102561.0,58832489.0
2001,62,Sekos,women,50-54,55510.0,29224501.5
2001,62,Sekos,men,55-59,121002.5,69585159.0
2001,62,Sekos,women,55-59,63342.5,32586104.0
2001,62,Sekos,men,60+,119329.0,64060145.0
2001,62,Sekos,women,60+,83565.0,40119061.5
2001,65,STs,men,-24,7490.5,3467849.0
2001,65,STs,women,-24,7223.5,3206189.5
2001,65,STs,men,25-29,19519.5,10186131.5
2001,65,STs,women,25-29,31915.5,16072883.0
2001,65,STs,men,30-34,26438.0,14697299.5
2001,65,STs,women,30-34,60307.5,32207937.0
2001,65,STs,men,35-39,29714.5,16733476.0
2001,65,STs,women,35-39,75668.5,40709012.0
2001,65,STs,men,40-44,30145.5,16908282.0
2001,65,STs,women,40-44,73078.5,39424812.0
2001,65,STs,men,45-49,34582.5,19455086.5
2001,65,STs,women,45-49,83497.5,45281351.0
2001,65,STs,men,50-54,37398.0,21125396.0
2001,65,STs,women,50-54,91377.5,49385732.5
2001,65,STs,men,55-59,43526.0,24731782.5
2001,65,STs,women,55-59,122739.5,66926239.5
2001,65,STs,men,60+,39694.0,22549010.5
2001,65,STs,women,60+,126764.0,61988002.5
2001,67,IF Metalls,men,-24,427348.0,219498343.5
2001,67,IF Metalls,women,-24,144149.0,72849173.0
2001,67,IF Metalls,men,25-29,547070.5,303543195.0
2001,67,IF Metalls,women,25-29,206549.0,110910874.0
2001,67,IF Metalls,men,30-34,524338.5,297865606.0
2001,67,IF Metalls,women,30-34,288780.0,158358942.5
2001,67,IF Metalls,men,35-39,485521.5,275539068.5
2001,67,IF Metalls,women,35-39,274587.5,149988038.0
2001,67,IF Metalls,men,40-44,375280.0,212787713.0
2001,67,IF Metalls,women,40-44,171875.5,93145686.5
2001,67,IF Metalls,men,45-49,307420.5,173572922.0
2001,67,IF Metalls,women,45-49,144645.5,77208320.0
2001,67,IF Metalls,men,50-54,272955.5,154680369.5
2001,67,IF Metalls,women,50-54,120282.0,63342832.0
2001,67,IF Metalls,men,55-59,269710.0,151871098.5
2001,67,IF Metalls,women,55-59,125584.5,65104175.5
2001,67,IF Metalls,men,60+,645878.0,362640980.5
2001,67,IF Metalls,women,60+,212944.0,108754791.5
2001,68,Lärarnas,men,-24,3895.5,1688581.0
2001,68,Lärarnas,women,-24,13267.5,5630713.0
2001,68,Lärarnas,men,25-29,20027.0,10044724.5
2001,68,Lärarnas,women,25-29,78969.5,38960900.5
2001,68,Lärarnas,men,30-34,22202.5,11891470.5
2001,68,Lärarnas,women,30-34,92333.0,47796255.5
2001,68,Lärarnas,men,35-39,25027.5,13417068.0
2001,68,Lärarnas,women,35-39,82355.5,43118591.5
2001,68,Lärarnas,men,40-44,25708.5,14167844.0
2001,68,Lärarnas,women,40-44,73675.0,38175536.0
2001,68,Lärarnas,men,45-49,31161.0,17508284.5
2001,68,Lärarnas,women,45-49,64985.0,33471137.5
2001,68,Lärarnas,men,50-54,29920.0,16459920.0
2001,68,Lärarnas,women,50-54,57794.0,30760058.0
2001,68,Lärarnas,men,55-59,33807.0,18921739.0
2001,68,Lärarnas,women,55-59,56264.0,30463635.5
2001,68,Lärarnas,men,60+,35351.0,19734653.0
2001,68,Lärarnas,women,60+,51636.0,25467186.5
2001,69,Alfa,men,-24,524821.5,142029418.5
2001,69,Alfa,women,-24,469533.5,123222344.0
2001,69,Alfa,men,25-29,311397.0,88889992.5
2001,69,Alfa,women,25-29,275324.0,75866415.0
2001,69,Alfa,men,30-34,145755.0,45007760.0
2001,69,Alfa,women,30-34,128185.0,35953590.5
2001,69,Alfa,men,35-39,122598.0,36979919.0
2001,69,Alfa,women,35-39,99343.5,27960856.0
2001,69,Alfa,men,40-44,97460.0,29996312.5
2001,69,Alfa,women,40-44,74314.5,21022917.0
2001,69,Alfa,men,45-49,93900.0,28472477.0
2001,69,Alfa,women,45-49,66077.5,19146674.5
2001,69,Alfa,men,50-54,89105.0,26589177.5
2001,69,Alfa,women,50-54,55813.5,15752907.5
2001,69,Alfa,men,55-59,79768.5,24856595.0
2001,69,Alfa,women,55-59,47951.5,13936005.0
2001,69,Alfa,men,60+,64058.0,19780564.0
2001,69,Alfa,women,60+,58471.5,15068257.0
2001,70,Finans- och Försäkringsbranschens,men,-24,2362.5,1108896.5
2001,70,Finans- och Försäkringsbranschens,women,-24,5974.0,2583731.0
2001,70,Finans- och Försäkringsbranschens,men,25-29,6330.0,3306453.0
2001,70,Finans- och Försäkringsbranschens,women,25-29,11250.0,5799623.0
2001,70,Finans- och Försäkringsbranschens,men,30-34,6440.5,3563461.5
2001,70,Finans- och Försäkringsbranschens,women,30-34,14998.5,7875659.5
2001,70,Finans- och Försäkringsbranschens,men,35-39,4598.5,2696651.0
2001,70,Finans- och Försäkringsbranschens,women,35-39,15162.0,8093830.5
2001,70,Finans- och Försäkringsbranschens,men,40-44,5892.0,3385388.0
2001,70,Finans- och Försäkringsbranschens,women,40-44,13189.0,7021972.0
2001,70,Finans- och Försäkringsbranschens,men,45-49,6395.0,3669175.0
2001,70,Finans- och Försäkringsbranschens,women,45-49,13825.5,7544495.0
2001,70,Finans- och Försäkringsbranschens,men,50-54,9782.0,5662599.5
2001,70,Finans- och Försäkringsbranschens,women,50-54,23917.0,12886145.0
2001,70,Finans- och Försäkringsbranschens,men,55-59,11750.0,6532358.5
2001,70,Finans- och Försäkringsbranschens,women,55-59,45533.5,23597964.5
2001,70,Finans- och Försäkringsbranschens,men,60+,6924.5,3817582.0
2001,70,Finans- och Försäkringsbranschens,women,60+,19437.5,9691600.0
2002,4,Handelsanställdas,men,-24,112965.0,55910490.5
2002,4,Handelsanställdas,women,-24,195165.0,86266070.0
2002,4,Handelsanställdas,men,25-29,191128.5,105281459.5
2002,4,Handelsanställdas,women,25-29,360717.0,183507097.5
2002,4,Handelsanställdas,men,30-34,161496.5,92440917.5
2002,4,Handelsanställdas,women,30-34,359784.5,196203631.5
2002,4,Handelsanställdas,men,35-39,146059.5,84365759.5
2002,4,Handelsanställdas,women,35-39,279660.0,152360503.0
2002,4,Handelsanställdas,men,40-44,110269.0,63426127.5
2002,4,Handelsanställdas,women,40-44,161011.0,86404592.5
2002,4,Handelsanställdas,men,45-49,82435.5,47443459.5
2002,4,Handelsanställdas,women,45-49,121854.0,64339236.0
2002,4,Handelsanställdas,men,50-54,63740.0,36782952.0
2002,4,Handelsanställdas,women,50-54,123328.0,64308574.5
2002,4,Handelsanställdas,men,55-59,64384.5,37339476.5
2002,4,Handelsanställdas,women,55-59,169498.5,87792969.5
2002,4,Handelsanställdas,men,60+,88486.5,51013753.0
2002,4,Handelsanställdas,women,60+,322366.5,158740545.0
2002,6,GS,men,-24,70872.5,39368448.0
2002,6,GS,women,-24,16524.0,8844889.0
2002,6,GS,men,25-29,108101.0,64420648.0
2002,6,GS,women,25-29,37322.0,21415384.5
2002,6,GS,men,30-34,115221.5,69437082.5
2002,6,GS,women,30-34,54351.5,31858603.5
2002,6,GS,men,35-39,107684.0,65660893.0
2002,6,GS,women,35-39,54476.5,31847136.5
2002,6,GS,men,40-44,97321.5,58732972.0
2002,6,GS,women,40-44,37988.5,22067974.5
2002,6,GS,men,45-49,83755.0,50560356.5
2002,6,GS,women,45-49,26679.0,15292760.0
2002,6,GS,men,50-54,90005.5,54670590.5
2002,6,GS,women,50-54,26684.0,15398948.0
2002,6,GS,men,55-59,118794.0,72375553.5
2002,6,GS,women,55-59,28767.5,15956882.0
2002,6,GS,men,60+,187768.5,111387364.0
2002,6,GS,women,60+,46721.0,25476204.5
2002,10,Livsmedelsarbetarnas,men,-24,67893.0,36583297.5
2002,10,Livsmedelsarbetarnas,women,-24,42274.0,21845609.0
2002,10,Livsmedelsarbetarnas,men,25-29,85836.5,49623287.0
2002,10,Livsmedelsarbetarnas,women,25-29,61451.5,33745351.0
2002,10,Livsmedelsarbetarnas,men,30-34,68044.5,40536563.0
2002,10,Livsmedelsarbetarnas,women,30-34,61494.0,34467571.5
2002,10,Livsmedelsarbetarnas,men,35-39,57452.0,33806572.0
2002,10,Livsmedelsarbetarnas,women,35-39,51765.5,29018498.0
2002,10,Livsmedelsarbetarnas,men,40-44,40945.5,24055761.0
2002,10,Livsmedelsarbetarnas,women,40-44,28328.5,15816005.0
2002,10,Livsmedelsarbetarnas,men,45-49,29516.0,17421816.0
2002,10,Livsmedelsarbetarnas,women,45-49,22347.0,12493850.5
2002,10,Livsmedelsarbetarnas,men,50-54,20714.5,12125699.0
2002,10,Livsmedelsarbetarnas,women,50-54,16866.0,9307657.5
2002,10,Livsmedelsarbetarnas,men,55-59,20722.5,12594600.5
2002,10,Livsmedelsarbetarnas,women,55-59,16541.5,9009000.0
2002,10,Livsmedelsarbetarnas,men,60+,44021.0,26048656.5
2002,10,Livsmedelsarbetarnas,women,60+,28950.0,15583388.0
2002,14,Unionens,men,-24,122041.0,63137070.0
2002,14,Unionens,women,-24,152153.5,72526123.0
2002,14,Unionens,men,25-29,367626.0,215738025.0
2002,14,Unionens,women,25-29,446128.0,246840918.5
2002,14,Unionens,men,30-34,364939.0,222932668.0
2002,14,Unionens,women,30-34,549884.0,321395493.5
2002,14,Unionens,men,35-39,351169.5,217127358.5
2002,14,Unionens,women,35-39,580909.0,341955414.5
2002,14,Unionens,men,40-44,264249.0,161955067.5
2002,14,Unionens,women,40-44,393860.5,229751658.5
2002,14,Unionens,men,45-49,245807.0,150674681.0
2002,14,Unionens,women,45-49,322523.5,186161122.0
2002,14,Unionens,men,50-54,273256.0,167841897.5
2002,14,Unionens,women,50-54,371798.0,215822126.5
2002,14,Unionens,men,55-59,384184.5,237857878.0
2002,14,Unionens,women,55-59,499858.5,286603149.0
2002,14,Unionens,men,60+,692440.0,420693856.0
2002,14,Unionens,women,60+,696715.5,385630893.0
2002,19,Transportarbetarnas,men,-24,73761.5,39315971.5
2002,19,Transportarbetarnas,women,-24,22494.5,10978294.5
2002,19,Transportarbetarnas,men,25-29,133351.0,76944621.0
2002,19,Transportarbetarnas,women,25-29,41587.0,22487848.5
2002,19,Transportarbetarnas,men,30-34,119498.5,71514920.5
2002,19,Transportarbetarnas,women,30-34,44697.5,25590590.0
2002,19,Transportarbetarnas,men,35-39,134028.0,80949028.5
2002,19,Transportarbetarnas,women,35-39,42889.5,24524005.5
2002,19,Transportarbetarnas,men,40-44,110021.0,66049644.5
2002,19,Transportarbetarnas,women,40-44,22970.0,13107291.5
2002,19,Transportarbetarnas,men,45-49,95374.5,57708692.0
2002,19,Transportarbetarnas,women,45-49,17028.5,9490555.5
2002,19,Transportarbetarnas,men,50-54,77223.5,46646221.5
2002,19,Transportarbetarnas,women,50-54,10494.0,5887518.5
2002,19,Transportarbetarnas,men,55-59,74905.5,45205804.0
2002,19,Transportarbetarnas,women,55-59,13110.0,7538974.5
2002,19,Transportarbetarnas,men,60+,88492.0,52686014.5
2002,19,Transportarbetarnas,women,60+,15603.0,8269824.0
2002,22,Hotell- och Restauranganställdas,men,-24,70566.5,33959111.0
2002,22,Hotell- och Restauranganställdas,women,-24,149850.5,66483683.5
2002,22,Hotell- och Restauranganställdas,men,25-29,138684.5,73056793.0
2002,22,Hotell- och Restauranganställdas,women,25-29,248174.0,125756617.5
2002,22,Hotell- och Restauranganställdas,men,30-34,126831.5,67669702.0
2002,22,Hotell- och Restauranganställdas,women,30-34,222501.5,119255978.5
2002,22,Hotell- och Restauranganställdas,men,35-39,112983.5,60424810.0
2002,22,Hotell- och Restauranganställdas,women,35-39,156793.5,83126475.0
2002,22,Hotell- och Restauranganställdas,men,40-44,79426.0,42229933.0
2002,22,Hotell- och Restauranganställdas,women,40-44,99838.0,52990871.5
2002,22,Hotell- och Restauranganställdas,men,45-49,46932.5,25311276.0
2002,22,Hotell- och Restauranganställdas,women,45-49,58789.5,30660867.0
2002,22,Hotell- och Restauranganställdas,men,50-54,35601.0,19524076.0
2002,22,Hotell- och Restauranganställdas,women,50-54,45453.0,23899080.0
2002,22,Hotell- och Restauranganställdas,men,55-59,22775.0,12405069.0
2002,22,Hotell- och Restauranganställdas,women,55-59,48809.5,25576356.0
2002,22,Hotell- och Restauranganställdas,men,60+,16675.5,8864741.0
2002,22,Hotell- och Restauranganställdas,women,60+,61904.0,30866567.5
2002,23,Säljarnas,men,-24,1633.5,829981.0
2002,23,Säljarnas,women,-24,772.0,362113.0
2002,23,Säljarnas,men,25-29,5874.0,3557403.5
2002,23,Säljarnas,women,25-29,2272.0,1223657.5
2002,23,Säljarnas,men,30-34,9489.5,5802263.5
2002,23,Säljarnas,women,30-34,4272.5,2496978.0
2002,23,Säljarnas,men,35-39,14866.5,9287998.5
2002,23,Säljarnas,women,35-39,5552.0,3343481.5
2002,23,Säljarnas,men,40-44,12513.0,7875587.5
2002,23,Säljarnas,women,40-44,5146.0,3255837.0
2002,23,Säljarnas,men,45-49,11959.5,7103192.5
2002,23,Säljarnas,women,45-49,3015.0,1697341.5
2002,23,Säljarnas,men,50-54,13522.0,8017011.0
2002,23,Säljarnas,women,50-54,1929.5,1094128.0
2002,23,Säljarnas,men,55-59,14755.5,8823671.5
2002,23,Säljarnas,women,55-59,3932.5,2205875.5
2002,23,Säljarnas,men,60+,27448.5,16222118.5
2002,23,Säljarnas,women,60+,4437.0,2554741.0
2002,26,Elektrikernas,men,-24,21221.0,11227939.0
2002,26,Elektrikernas,women,-24,502.5,212418.0
2002,26,Elektrikernas,men,25-29,17127.0,10351357.5
2002,26,Elektrikernas,women,25-29,116.5,65901.5
2002,26,Elektrikernas,men,30-34,17785.5,10961252.5
2002,26,Elektrikernas,women,30-34,784.0,444969.0
2002,26,Elektrikernas,men,35-39,15882.5,9958155.0
2002,26,Elektrikernas,women,35-39,500.5,261193.5
2002,26,Elektrikernas,men,40-44,13949.0,8547478.0
2002,26,Elektrikernas,women,40-44,101.0,47590.0
2002,26,Elektrikernas,men,45-49,10212.5,6362049.5
2002,26,Elektrikernas,women,45-49,238.5,134796.0
2002,26,Elektrikernas,men,50-54,10196.5,6268595.5
2002,26,Elektrikernas,women,50-54,438.5,224023.0
2002,26,Elektrikernas,men,55-59,8120.0,4912927.5
2002,26,Elektrikernas,women,55-59,223.5,97744.5
2002,26,Elektrikernas,men,60+,14750.0,8707755.5
2002,26,Elektrikernas,women,60+,218.5,99116.0
2002,27,Ledarnas,men,-24,1699.0,954674.5
2002,27,Ledarnas,women,-24,495.5,272904.5
2002,27,Ledarnas,men,25-29,7024.0,4277869.0
2002,27,Ledarnas,women,25-29,2911.5,1765859.0
2002,27,Ledarnas,men,30-34,17167.5,11000910.5
2002,27,Ledarnas,women,30-34,7268.0,4613752.0
2002,27,Ledarnas,men,35-39,20227.5,12920291.5
2002,27,Ledarnas,women,35-39,9833.0,6274564.0
2002,27,Ledarnas,men,40-44,22340.5,14239130.5
2002,27,Ledarnas,women,40-44,8583.0,5447114.5
2002,27,Ledarnas,men,45-49,30851.0,19780206.5
2002,27,Ledarnas,women,45-49,7224.5,4515790.5
2002,27,Ledarnas,men,50-54,52246.5,33218102.5
2002,27,Ledarnas,women,50-54,7049.0,4428957.5
2002,27,Ledarnas,men,55-59,89105.5,56615464.0
2002,27,Ledarnas,women,55-59,9526.5,5924928.5
2002,27,Ledarnas,men,60+,196455.0,121696894.0
2002,27,Ledarnas,women,60+,13299.5,8016213.0
2002,36,Byggnadsarbetarnas,men,-24,172326.0,93175590.0
2002,36,Byggnadsarbetarnas,women,-24,2454.0,1261724.5
2002,36,Byggnadsarbetarnas,men,25-29,269818.5,164389041.5
2002,36,Byggnadsarbetarnas,women,25-29,5055.5,2897234.5
2002,36,Byggnadsarbetarnas,men,30-34,252984.0,157830254.5
2002,36,Byggnadsarbetarnas,women,30-34,6062.0,3574114.0
2002,36,Byggnadsarbetarnas,men,35-39,287352.5,181026193.0
2002,36,Byggnadsarbetarnas,women,35-39,6098.5,3431455.5
2002,36,Byggnadsarbetarnas,men,40-44,224821.0,141202345.0
2002,36,Byggnadsarbetarnas,women,40-44,3511.5,2070714.5
2002,36,Byggnadsarbetarnas,men,45-49,187829.5,118245690.0
2002,36,Byggnadsarbetarnas,women,45-49,2486.0,1447255.5
2002,36,Byggnadsarbetarnas,men,50-54,189690.0,119086559.5
2002,36,Byggnadsarbetarnas,women,50-54,1813.5,1012979.5
2002,36,Byggnadsarbetarnas,men,55-59,192991.0,120659014.0
2002,36,Byggnadsarbetarnas,women,55-59,955.5,502347.5
2002,36,Byggnadsarbetarnas,men,60+,212474.5,131013279.5
2002,36,Byggnadsarbetarnas,women,60+,1021.5,481327.5
2002,41,Sveriges arbetares,men,-24,10798.0,5469389.5
2002,41,Sveriges arbetares,women,-24,8092.0,3403481.0
2002,41,Sveriges arbetares,men,25-29,28570.5,15442846.5
2002,41,Sveriges arbetares,women,25-29,18217.0,8824053.5
2002,41,Sveriges arbetares,men,30-34,23522.0,13724405.0
2002,41,Sveriges arbetares,women,30-34,16985.0,8986437.5
2002,41,Sveriges arbetares,men,35-39,30861.0,18404847.5
2002,41,Sveriges arbetares,women,35-39,17679.0,9648473.0
2002,41,Sveriges arbetares,men,40-44,23923.5,14348493.5
2002,41,Sveriges arbetares,women,40-44,15750.0,8737626.5
2002,41,Sveriges arbetares,men,45-49,24775.0,14752107.5
2002,41,Sveriges arbetares,women,45-49,9813.0,5431589.5
2002,41,Sveriges arbetares,men,50-54,21144.5,12588584.0
2002,41,Sveriges arbetares,women,50-54,8089.5,4404872.0
2002,41,Sveriges arbetares,men,55-59,19413.0,11785660.5
2002,41,Sveriges arbetares,women,55-59,4264.5,2298417.0
2002,41,Sveriges arbetares,men,60+,20867.5,11821505.5
2002,41,Sveriges arbetares,women,60+,3495.5,1764594.5
2002,44,Pappersindustriarbetarnas,men,-24,16027.5,8438012.0
2002,44,Pappersindustriarbetarnas,women,-24,7286.0,3787639.5
2002,44,Pappersindustriarbetarnas,men,25-29,13464.5,8087213.0
2002,44,Pappersindustriarbetarnas,women,25-29,7111.0,3937896.0
2002,44,Pappersindustriarbetarnas,men,30-34,14779.0,9216947.5
2002,44,Pappersindustriarbetarnas,women,30-34,9647.0,5597989.5
2002,44,Pappersindustriarbetarnas,men,35-39,13258.0,8176855.5
2002,44,Pappersindustriarbetarnas,women,35-39,7405.5,4362433.0
2002,44,Pappersindustriarbetarnas,men,40-44,9722.0,6088815.5
2002,44,Pappersindustriarbetarnas,women,40-44,4288.0,2443281.0
2002,44,Pappersindustriarbetarnas,men,45-49,8839.0,5542628.5
2002,44,Pappersindustriarbetarnas,women,45-49,3208.0,1901532.0
2002,44,Pappersindustriarbetarnas,men,50-54,8358.5,5231650.5
2002,44,Pappersindustriarbetarnas,women,50-54,2657.5,1414031.0
2002,44,Pappersindustriarbetarnas,men,55-59,9863.0,6154516.5
2002,44,Pappersindustriarbetarnas,women,55-59,3630.5,2093841.0
2002,44,Pappersindustriarbetarnas,men,60+,40262.0,24622711.5
2002,44,Pappersindustriarbetarnas,women,60+,11745.0,5821582.0
2002,47,Fastighets,men,-24,19786.5,9501655.0
2002,47,Fastighets,women,-24,27746.5,12355408.0
2002,47,Fastighets,men,25-29,48853.5,26004043.0
2002,47,Fastighets,women,25-29,60365.0,28775398.0
2002,47,Fastighets,men,30-34,51795.0,28691028.0
2002,47,Fastighets,women,30-34,71134.5,35641301.0
2002,47,Fastighets,men,35-39,50975.5,28053651.5
2002,47,Fastighets,women,35-39,70039.0,34743377.5
2002,47,Fastighets,men,40-44,45374.0,25032504.5
2002,47,Fastighets,women,40-44,39593.5,19953720.0
2002,47,Fastighets,men,45-49,33485.0,18657888.0
2002,47,Fastighets,women,45-49,31034.5,15515646.5
2002,47,Fastighets,men,50-54,28796.5,16486250.5
2002,47,Fastighets,women,50-54,20201.0,9739005.0
2002,47,Fastighets,men,55-59,26624.5,15136384.5
2002,47,Fastighets,women,55-59,19741.0,9604929.0
2002,47,Fastighets,men,60+,33600.5,19036488.5
2002,47,Fastighets,women,60+,25546.0,11835822.5
2002,51,Kommunalarbetarnas,men,-24,134324.5,61694726.0
2002,51,Kommunalarbetarnas,women,-24,425074.0,183006649.0
2002,51,Kommunalarbetarnas,men,25-29,242988.5,125237530.5
2002,51,Kommunalarbetarnas,women,25-29,788283.0,382022395.5
2002,51,Kommunalarbetarnas,men,30-34,258611.0,138861692.0
2002,51,Kommunalarbetarnas,women,30-34,919468.5,481725848.5
2002,51,Kommunalarbetarnas,men,35-39,260432.5,142373532.5
2002,51,Kommunalarbetarnas,women,35-39,826635.0,432574660.0
2002,51,Kommunalarbetarnas,men,40-44,214195.0,116055131.5
2002,51,Kommunalarbetarnas,women,40-44,619802.5,322091147.5
2002,51,Kommunalarbetarnas,men,45-49,183735.5,99900094.0
2002,51,Kommunalarbetarnas,women,45-49,453108.5,235108527.0
2002,51,Kommunalarbetarnas,men,50-54,137054.0,75144483.5
2002,51,Kommunalarbetarnas,women,50-54,357130.0,185356548.0
2002,51,Kommunalarbetarnas,men,55-59,114440.5,62852657.5
2002,51,Kommunalarbetarnas,women,55-59,293367.5,151914991.5
2002,51,Kommunalarbetarnas,men,60+,126488.5,63964540.0
2002,51,Kommunalarbetarnas,women,60+,401341.0,158441804.0
2002,52,Journalisternas,men,-24,1685.0,887997.5
2002,52,Journalisternas,women,-24,2201.5,1215736.5
2002,52,Journalisternas,men,25-29,12829.5,7703045.5
2002,52,Journalisternas,women,25-29,19559.0,11210223.5
2002,52,Journalisternas,men,30-34,11031.5,7010678.5
2002,52,Journalisternas,women,30-34,19147.0,11876479.5
2002,52,Journalisternas,men,35-39,10300.0,6527056.0
2002,52,Journalisternas,women,35-39,11052.0,6859550.5
2002,52,Journalisternas,men,40-44,7014.5,4398408.0
2002,52,Journalisternas,women,40-44,9354.5,5828385.0
2002,52,Journalisternas,men,45-49,5017.5,3132403.5
2002,52,Journalisternas,women,45-49,5626.5,3345722.0
2002,52,Journalisternas,men,50-54,5074.0,3067917.0
2002,52,Journalisternas,women,50-54,4357.5,2700029.5
2002,52,Journalisternas,men,55-59,4829.0,2842709.5
2002,52,Journalisternas,women,55-59,3453.0,2124477.0
2002,52,Journalisternas,men,60+,4976.0,2996955.0
2002,52,Journalisternas,women,60+,3053.0,1656493.5
2002,53,Vision,men,-24,8493.5,4124507.0
2002,53,Vision,women,-24,15897.0,7147805.5
2002,53,Vision,men,25-29,28439.0,14881225.0
2002,53,Vision,women,25-29,52218.0,26474017.5
2002,53,Vision,men,30-34,29043.5,16262472.5
2002,53,Vision,women,30-34,86227.0,46497878.5
2002,53,Vision,men,35-39,35628.0,20189534.5
2002,53,Vision,women,35-39,105957.0,57696377.5
2002,53,Vision,men,40-44,37194.0,20963199.0
2002,53,Vision,women,40-44,94768.5,51554139.0
2002,53,Vision,men,45-49,37491.5,21396830.0
2002,53,Vision,women,45-49,84356.5,46594683.0
2002,53,Vision,men,50-54,39092.0,22976863.5
2002,53,Vision,women,50-54,80388.5,44138421.0
2002,53,Vision,men,55-59,34862.0,20324334.5
2002,53,Vision,women,55-59,91412.5,49844279.0
2002,53,Vision,men,60+,43988.5,25355718.0
2002,53,Vision,women,60+,132471.5,63226485.5
2002,55,Akademikernas,men,-24,5551.0,2646339.0
2002,55,Akademikernas,women,-24,7955.5,3534623.0
2002,55,Akademikernas,men,25-29,120862.0,68476696.0
2002,55,Akademikernas,women,25-29,166083.0,92401910.0
2002,55,Akademikernas,men,30-34,185289.0,115306616.5
2002,55,Akademikernas,women,30-34,212493.0,127921055.5
2002,55,Akademikernas,men,35-39,160997.0,101663130.0
2002,55,Akademikernas,women,35-39,173620.0,106072880.0
2002,55,Akademikernas,men,40-44,121435.0,75997791.5
2002,55,Akademikernas,women,40-44,119276.0,72201778.5
2002,55,Akademikernas,men,45-49,113761.0,71098673.5
2002,55,Akademikernas,women,45-49,87390.0,53010785.0
2002,55,Akademikernas,men,50-54,93081.5,57788500.0
2002,55,Akademikernas,women,50-54,71275.0,42874513.5
2002,55,Akademikernas,men,55-59,114227.5,71255893.5
2002,55,Akademikernas,women,55-59,76809.5,45938649.5
2002,55,Akademikernas,men,60+,100519.0,61274693.5
2002,55,Akademikernas,women,60+,65850.0,38414916.0
2002,56,Småföretagarnas,men,-24,9492.0,4117194.0
